case_id,conflict_idx,condition,n_tokens,errored
0xda1abe22e1c80875,1,skill-v1-sys,903,0
0xda1abe22e1c80875,1,skill-v1-user,924,0
0xc3408d53195a4930,1,no-skill,734,0
0xc3408d53195a4930,1,skill-v1-sys,1058,0
0xc3408d53195a4930,1,skill-v1-user,1079,0
0x8b928ed749332c01,1,no-skill,481,0
0x8b928ed749332c01,1,skill-v1-sys,805,0
0x8b928ed749332c01,1,skill-v1-user,826,0
0x691c1734aba1ee22,1,no-skill,694,0
0x691c1734aba1ee22,1,skill-v1-sys,1018,0
0x691c1734aba1ee22,1,skill-v1-user,1039,0
0xa303644162b2b8ee,1,no-skill,466,0
0xa303644162b2b8ee,1,skill-v1-sys,790,0
0xa303644162b2b8ee,1,skill-v1-user,811,0
0xbeeb50a74b081f29,1,no-skill,414,0
0xbeeb50a74b081f29,1,skill-v1-sys,738,0
0xbeeb50a74b081f29,1,skill-v1-user,759,0
0xba73a3f8f3c75fb1,1,no-skill,572,0
0xba73a3f8f3c75fb1,1,skill-v1-sys,896,0
0xba73a3f8f3c75fb1,1,skill-v1-user,917,0
0x37e889babc25906b,1,no-skill,576,0
0x37e889babc25906b,1,skill-v1-sys,900,0
0x37e889babc25906b,1,skill-v1-user,921,0
0xa76993be92d49424,1,no-skill,535,0
0xa76993be92d49424,1,skill-v1-sys,859,0
0xa76993be92d49424,1,skill-v1-user,880,0
0xc72a2cc16662ab7d,1,no-skill,450,0
0xc72a2cc16662ab7d,1,skill-v1-sys,774,0
0xc72a2cc16662ab7d,1,skill-v1-user,795,0
0x1d291bf50e3613c9,1,no-skill,399,0
0x1d291bf50e3613c9,1,skill-v1-sys,723,0
0x1d291bf50e3613c9,1,skill-v1-user,744,0
0x667e5b8620368c12,1,no-skill,594,0
0x667e5b8620368c12,1,skill-v1-sys,918,0
0x667e5b8620368c12,1,skill-v1-user,939,0
0xe38d382f7b26aa35,1,no-skill,541,0
0xe38d382f7b26aa35,1,skill-v1-sys,865,0
0xe38d382f7b26aa35,1,skill-v1-user,886,0
0x5e0bab2db52251d1,1,no-skill,1059,0
0x5e0bab2db52251d1,1,skill-v1-sys,1383,0
0x5e0bab2db52251d1,1,skill-v1-user,1404,0
0x9875b9e06bc4ee9b,1,no-skill,610,0
0x9875b9e06bc4ee9b,1,skill-v1-sys,934,0
0x9875b9e06bc4ee9b,1,skill-v1-user,955,0
0xeeeb76c0d02e8b6c,1,no-skill,930,0
0xeeeb76c0d02e8b6c,1,skill-v1-sys,1254,0
0xeeeb76c0d02e8b6c,1,skill-v1-user,1275,0
0x3ca73c535606e165,1,no-skill,642,0
0x3ca73c535606e165,1,skill-v1-sys,966,0
0x3ca73c535606e165,1,skill-v1-user,987,0
0x4180eaab6122529b,1,no-skill,898,0
0x4180eaab6122529b,1,skill-v1-sys,1222,0
0x4180eaab6122529b,1,skill-v1-user,1243,0
0xe33f8452a23ed7c7,1,no-skill,593,0
0xe33f8452a23ed7c7,1,skill-v1-sys,917,0
0xe33f8452a23ed7c7,1,skill-v1-user,938,0
0xcf937a6c9dbdeded,1,no-skill,825,0
0xcf937a6c9dbdeded,1,skill-v1-sys,1149,0
0xcf937a6c9dbdeded,1,skill-v1-user,1170,0
0x7f7f9bbc399a23a8,1,no-skill,1457,0
0x7f7f9bbc399a23a8,1,skill-v1-sys,1781,0
0x7f7f9bbc399a23a8,1,skill-v1-user,1802,0
0xcbb1a2bbaa4c0aab,1,no-skill,775,0
0xcbb1a2bbaa4c0aab,1,skill-v1-sys,1099,0
0xcbb1a2bbaa4c0aab,1,skill-v1-user,1120,0
0x5fdfb438b1d14f04,1,no-skill,470,0
0x5fdfb438b1d14f04,1,skill-v1-sys,794,0
0x5fdfb438b1d14f04,1,skill-v1-user,815,0
0xb369ec2a022f63eb,1,no-skill,626,0
0xb369ec2a022f63eb,1,skill-v1-sys,950,0
0xb369ec2a022f63eb,1,skill-v1-user,971,0
0xf47a9638b277ab3e,1,no-skill,462,0
0xf47a9638b277ab3e,1,skill-v1-sys,786,0
0xf47a9638b277ab3e,1,skill-v1-user,807,0
0x4b455718ba76daa2,1,no-skill,472,0
0x4b455718ba76daa2,1,skill-v1-sys,796,0
0x4b455718ba76daa2,1,skill-v1-user,817,0
0xf552732e9dfcced5,1,no-skill,1695,0
0xf552732e9dfcced5,1,skill-v1-sys,2019,0
0xf552732e9dfcced5,1,skill-v1-user,2040,0
0x73dd276835810ea7,1,no-skill,499,0
0x73dd276835810ea7,1,skill-v1-sys,823,0
0x73dd276835810ea7,1,skill-v1-user,844,0
0x9967cf61b5948cd7,1,no-skill,499,0
0x9967cf61b5948cd7,1,skill-v1-sys,823,0
0x9967cf61b5948cd7,1,skill-v1-user,844,0
0x57a060e9be27f7ee,1,no-skill,1246,0
0x57a060e9be27f7ee,1,skill-v1-sys,1570,0
0x57a060e9be27f7ee,1,skill-v1-user,1591,0
0x452a925fac302224,1,no-skill,454,0
0x452a925fac302224,1,skill-v1-sys,778,0
0x452a925fac302224,1,skill-v1-user,799,0
0x2272874ac43de3ae,1,no-skill,976,0
0x2272874ac43de3ae,1,skill-v1-sys,1300,0
0x2272874ac43de3ae,1,skill-v1-user,1321,0
0x9d38e17859fc1b52,1,no-skill,626,0
0x9d38e17859fc1b52,1,skill-v1-sys,950,0
0x9d38e17859fc1b52,1,skill-v1-user,971,0
0xc56fa11358a9fa7f,1,no-skill,842,0
0xc56fa11358a9fa7f,1,skill-v1-sys,1166,0
0xc56fa11358a9fa7f,1,skill-v1-user,1187,0
0x8eb004301585b66e,1,no-skill,501,0
0x8eb004301585b66e,1,skill-v1-sys,825,0
0x8eb004301585b66e,1,skill-v1-user,846,0
0x45b77870acedfec0,1,no-skill,365,0
0x45b77870acedfec0,1,skill-v1-sys,689,0
0x45b77870acedfec0,1,skill-v1-user,710,0
0x4c37e776b88b27d9,1,no-skill,551,0
0x4c37e776b88b27d9,1,skill-v1-sys,875,0
0x4c37e776b88b27d9,1,skill-v1-user,896,0
0xef262e81237e1d5a,1,no-skill,495,0
0xef262e81237e1d5a,1,skill-v1-sys,819,0
0xef262e81237e1d5a,1,skill-v1-user,840,0
0x2bf731597a7f4239,1,no-skill,481,0
0x2bf731597a7f4239,1,skill-v1-sys,805,0
0x2bf731597a7f4239,1,skill-v1-user,826,0
0xa6e9cb8434252e87,1,no-skill,557,0
0xa6e9cb8434252e87,1,skill-v1-sys,881,0
0xa6e9cb8434252e87,1,skill-v1-user,902,0
0x67ab7fc887f9a4b7,1,no-skill,557,0
0x67ab7fc887f9a4b7,1,skill-v1-sys,881,0
0x67ab7fc887f9a4b7,1,skill-v1-user,902,0
0x2b81174cef92c882,1,no-skill,927,0
0x2b81174cef92c882,1,skill-v1-sys,1251,0
0x2b81174cef92c882,1,skill-v1-user,1272,0
0x2bda86f474025f04,1,no-skill,1434,0
0x2bda86f474025f04,1,skill-v1-sys,1758,0
0x2bda86f474025f04,1,skill-v1-user,1779,0
0xc1d6382a6463ff00,1,no-skill,817,0
0xc1d6382a6463ff00,1,skill-v1-sys,1141,0
0xc1d6382a6463ff00,1,skill-v1-user,1162,0
0xd8be3f6960bf2dde,1,no-skill,9576,0
0xd8be3f6960bf2dde,1,skill-v1-sys,9900,0
0xd8be3f6960bf2dde,1,skill-v1-user,9921,0
0x5a8068901d9327e5,1,no-skill,1270,0
0x5a8068901d9327e5,1,skill-v1-sys,1594,0
0x5a8068901d9327e5,1,skill-v1-user,1615,0
0x7b97eb15f0f0cedf,1,no-skill,663,0
0x7b97eb15f0f0cedf,1,skill-v1-sys,987,0
0x7b97eb15f0f0cedf,1,skill-v1-user,1008,0
0x36e2376a8ab876ec,1,no-skill,563,0
0x36e2376a8ab876ec,1,skill-v1-sys,887,0
0x36e2376a8ab876ec,1,skill-v1-user,908,0
0x45df8f9f79401d4a,1,no-skill,495,0
0x45df8f9f79401d4a,1,skill-v1-sys,819,0
0x45df8f9f79401d4a,1,skill-v1-user,840,0
0x9196a94b6de1a976,1,no-skill,671,0
0x9196a94b6de1a976,1,skill-v1-sys,995,0
0x9196a94b6de1a976,1,skill-v1-user,1016,0
0x3cf65caabea4f5d4,1,no-skill,587,0
0x3cf65caabea4f5d4,1,skill-v1-sys,911,0
0x3cf65caabea4f5d4,1,skill-v1-user,932,0
0xbd7911a680064b2a,1,no-skill,470,0
0xbd7911a680064b2a,1,skill-v1-sys,794,0
0xbd7911a680064b2a,1,skill-v1-user,815,0
0xbe0cac96c4b48eca,1,no-skill,1201,0
0xbe0cac96c4b48eca,1,skill-v1-sys,1525,0
0xbe0cac96c4b48eca,1,skill-v1-user,1546,0
0xfe40f8279c5f8212,1,no-skill,623,0
0xfe40f8279c5f8212,1,skill-v1-sys,947,0
0xfe40f8279c5f8212,1,skill-v1-user,968,0
0xd1c88e0eb777675d,1,no-skill,486,0
0xd1c88e0eb777675d,1,skill-v1-sys,810,0
0xd1c88e0eb777675d,1,skill-v1-user,831,0
0xb1dc473520a49796,1,no-skill,439,0
0xb1dc473520a49796,1,skill-v1-sys,763,0
0xb1dc473520a49796,1,skill-v1-user,784,0
0x949af8a5a98c61bd,1,no-skill,712,0
0x949af8a5a98c61bd,1,skill-v1-sys,1036,0
0x949af8a5a98c61bd,1,skill-v1-user,1057,0
0xfb7ce6edb3abae7e,1,no-skill,930,0
0xfb7ce6edb3abae7e,1,skill-v1-sys,1254,0
0xfb7ce6edb3abae7e,1,skill-v1-user,1275,0
0xaaaef8658c8b2a18,1,no-skill,990,0
0xaaaef8658c8b2a18,1,skill-v1-sys,1314,0
0xaaaef8658c8b2a18,1,skill-v1-user,1335,0
0xfa1938d1fc86d54a,1,no-skill,456,0
0xfa1938d1fc86d54a,1,skill-v1-sys,780,0
0xfa1938d1fc86d54a,1,skill-v1-user,801,0
0xe46d88ddf554df53,1,no-skill,509,0
0xe46d88ddf554df53,1,skill-v1-sys,833,0
0xe46d88ddf554df53,1,skill-v1-user,854,0
0x93c9e0200c8d5503,1,no-skill,463,0
0x93c9e0200c8d5503,1,skill-v1-sys,787,0
0x93c9e0200c8d5503,1,skill-v1-user,808,0
0xa8150d02673daad5,1,no-skill,542,0
0xa8150d02673daad5,1,skill-v1-sys,866,0
0xa8150d02673daad5,1,skill-v1-user,887,0
0xc572bc2f5fde4ad6,1,no-skill,520,0
0xc572bc2f5fde4ad6,1,skill-v1-sys,844,0
0xc572bc2f5fde4ad6,1,skill-v1-user,865,0
0x41c98b72b0a7ea92,1,no-skill,452,0
0x41c98b72b0a7ea92,1,skill-v1-sys,776,0
0x41c98b72b0a7ea92,1,skill-v1-user,797,0
0x7e4a47a8393959e8,1,no-skill,451,0
0x7e4a47a8393959e8,1,skill-v1-sys,775,0
0x7e4a47a8393959e8,1,skill-v1-user,796,0
0xd668daf5d66ce077,1,no-skill,467,0
0xd668daf5d66ce077,1,skill-v1-sys,791,0
0xd668daf5d66ce077,1,skill-v1-user,812,0
0xa33d49cb0c1b6f3e,1,no-skill,533,0
0xa33d49cb0c1b6f3e,1,skill-v1-sys,857,0
0xa33d49cb0c1b6f3e,1,skill-v1-user,878,0
0x952ee95bc02cecbd,1,no-skill,810,0
0x952ee95bc02cecbd,1,skill-v1-sys,1134,0
0x952ee95bc02cecbd,1,skill-v1-user,1155,0
0xa34eabfaa12e6a42,1,no-skill,452,0
0xa34eabfaa12e6a42,1,skill-v1-sys,776,0
0xa34eabfaa12e6a42,1,skill-v1-user,797,0
0x41e04d63a317341b,1,no-skill,630,0
0x41e04d63a317341b,1,skill-v1-sys,954,0
0x41e04d63a317341b,1,skill-v1-user,975,0
0xb5dee38d820689b0,1,no-skill,683,0
0xb5dee38d820689b0,1,skill-v1-sys,1007,0
0xb5dee38d820689b0,1,skill-v1-user,1028,0
0x9b14758e17119547,1,no-skill,385,0
0x9b14758e17119547,1,skill-v1-sys,709,0
0x9b14758e17119547,1,skill-v1-user,730,0
0x8e65e09b6870941c,1,no-skill,781,0
0x8e65e09b6870941c,1,skill-v1-sys,1105,0
0x8e65e09b6870941c,1,skill-v1-user,1126,0
0x9de3eb455dc88911,1,no-skill,853,0
0x9de3eb455dc88911,1,skill-v1-sys,1177,0
0x9de3eb455dc88911,1,skill-v1-user,1198,0
0x91073e8e5ca04f2b,1,no-skill,540,0
0x91073e8e5ca04f2b,1,skill-v1-sys,864,0
0x91073e8e5ca04f2b,1,skill-v1-user,885,0
0x71d1084ec0e20da7,1,no-skill,520,0
0x71d1084ec0e20da7,1,skill-v1-sys,844,0
0x71d1084ec0e20da7,1,skill-v1-user,865,0
0x6840f36629424f61,1,no-skill,423,0
0x6840f36629424f61,1,skill-v1-sys,747,0
0x6840f36629424f61,1,skill-v1-user,768,0
0xd25693330a24d337,1,no-skill,860,0
0xd25693330a24d337,1,skill-v1-sys,1184,0
0xd25693330a24d337,1,skill-v1-user,1205,0
0xac7e39e20952c0f6,1,no-skill,448,0
0xac7e39e20952c0f6,1,skill-v1-sys,772,0
0xac7e39e20952c0f6,1,skill-v1-user,793,0
0xfedde54db03daa20,1,no-skill,645,0
0xfedde54db03daa20,1,skill-v1-sys,969,0
0xfedde54db03daa20,1,skill-v1-user,990,0
0xbac169593fbe783f,1,no-skill,494,0
0xbac169593fbe783f,1,skill-v1-sys,818,0
0xbac169593fbe783f,1,skill-v1-user,839,0
0x798f8f4ef258bc6c,1,no-skill,493,0
0x798f8f4ef258bc6c,1,skill-v1-sys,817,0
0x798f8f4ef258bc6c,1,skill-v1-user,838,0
0x7b85906f34b6090,1,no-skill,386,0
0x7b85906f34b6090,1,skill-v1-sys,710,0
0x7b85906f34b6090,1,skill-v1-user,731,0
0xe06d86314ab19c7d,1,no-skill,745,0
0xe06d86314ab19c7d,1,skill-v1-sys,1069,0
0xe06d86314ab19c7d,1,skill-v1-user,1090,0
0x13e7777ef2f46555,1,no-skill,474,0
0x13e7777ef2f46555,1,skill-v1-sys,798,0
0x13e7777ef2f46555,1,skill-v1-user,819,0
0xcc00f616909be763,1,no-skill,703,0
0xcc00f616909be763,1,skill-v1-sys,1027,0
0xcc00f616909be763,1,skill-v1-user,1048,0
0x189918a7a034b692,1,no-skill,454,0
0x189918a7a034b692,1,skill-v1-sys,778,0
0x189918a7a034b692,1,skill-v1-user,799,0
0x376ff2760b56ff60,1,no-skill,562,0
0x376ff2760b56ff60,1,skill-v1-sys,886,0
0x376ff2760b56ff60,1,skill-v1-user,907,0
0xfe24b90caf5bb9d8,1,no-skill,601,0
0xfe24b90caf5bb9d8,1,skill-v1-sys,925,0
0xfe24b90caf5bb9d8,1,skill-v1-user,946,0
0x995698605b17d6f5,1,no-skill,476,0
0x995698605b17d6f5,1,skill-v1-sys,800,0
0x995698605b17d6f5,1,skill-v1-user,821,0
0x7ada081acd001f18,1,no-skill,694,0
0x7ada081acd001f18,1,skill-v1-sys,1018,0
0x7ada081acd001f18,1,skill-v1-user,1039,0
0xc4cdd5b18ebfff37,1,no-skill,500,0
0xc4cdd5b18ebfff37,1,skill-v1-sys,824,0
0xc4cdd5b18ebfff37,1,skill-v1-user,845,0
0x955f21c607acbdfc,1,no-skill,881,0
0x955f21c607acbdfc,1,skill-v1-sys,1205,0
0x955f21c607acbdfc,1,skill-v1-user,1226,0
0x26b517543f87fc83,1,no-skill,406,0
0x26b517543f87fc83,1,skill-v1-sys,730,0
0x26b517543f87fc83,1,skill-v1-user,751,0
0x1facf7758602264c,1,no-skill,775,0
0x1facf7758602264c,1,skill-v1-sys,1099,0
0x1facf7758602264c,1,skill-v1-user,1120,0
0x5e72c39c06f2e243,1,no-skill,477,0
0x5e72c39c06f2e243,1,skill-v1-sys,801,0
0x5e72c39c06f2e243,1,skill-v1-user,822,0
0x4b48a96556c876b4,1,no-skill,422,0
0x4b48a96556c876b4,1,skill-v1-sys,746,0
0x4b48a96556c876b4,1,skill-v1-user,767,0
0xb3be4d145014c9a0,1,no-skill,433,0
0xb3be4d145014c9a0,1,skill-v1-sys,757,0
0xb3be4d145014c9a0,1,skill-v1-user,778,0
0x3c710e442b4ab009,1,no-skill,701,0
0x3c710e442b4ab009,1,skill-v1-sys,1025,0
0x3c710e442b4ab009,1,skill-v1-user,1046,0
0x3c89e9e921bec591,1,no-skill,629,0
0x3c89e9e921bec591,1,skill-v1-sys,953,0
0x3c89e9e921bec591,1,skill-v1-user,974,0
0x1aac0028173fc772,1,no-skill,530,0
0x1aac0028173fc772,1,skill-v1-sys,854,0
0x1aac0028173fc772,1,skill-v1-user,875,0
0xc26d3be82e343c9d,1,no-skill,446,0
0xc26d3be82e343c9d,1,skill-v1-sys,770,0
0xc26d3be82e343c9d,1,skill-v1-user,791,0
0x9037386782fbf634,1,no-skill,872,0
0x9037386782fbf634,1,skill-v1-sys,1196,0
0x9037386782fbf634,1,skill-v1-user,1217,0
0xaa5d90c563cb03f3,1,no-skill,621,0
0xaa5d90c563cb03f3,1,skill-v1-sys,945,0
0xaa5d90c563cb03f3,1,skill-v1-user,966,0
0x2476ade48e961f3,1,no-skill,555,0
0x2476ade48e961f3,1,skill-v1-sys,879,0
0x2476ade48e961f3,1,skill-v1-user,900,0
0xdcf792531e565146,1,no-skill,520,0
0xdcf792531e565146,1,skill-v1-sys,844,0
0xdcf792531e565146,1,skill-v1-user,865,0
0x48908af994914e0e,1,no-skill,374,0
0x48908af994914e0e,1,skill-v1-sys,698,0
0x48908af994914e0e,1,skill-v1-user,719,0
0x9365561da50719cd,1,no-skill,772,0
0x9365561da50719cd,1,skill-v1-sys,1096,0
0x9365561da50719cd,1,skill-v1-user,1117,0
0x567a01224b4a772a,1,no-skill,558,0
0x567a01224b4a772a,1,skill-v1-sys,882,0
0x567a01224b4a772a,1,skill-v1-user,903,0
0xbace9a0b0c7613ed,1,no-skill,437,0
0xbace9a0b0c7613ed,1,skill-v1-sys,761,0
0xbace9a0b0c7613ed,1,skill-v1-user,782,0
0x7949fbf03104ee38,1,no-skill,502,0
0x7949fbf03104ee38,1,skill-v1-sys,826,0
0x7949fbf03104ee38,1,skill-v1-user,847,0
0xba3975650eb5980c,1,no-skill,476,0
0xba3975650eb5980c,1,skill-v1-sys,800,0
0xba3975650eb5980c,1,skill-v1-user,821,0
0xc020289a3949367d,1,no-skill,605,0
0xc020289a3949367d,1,skill-v1-sys,929,0
0xc020289a3949367d,1,skill-v1-user,950,0
0xa17cd7cea372eb21,1,no-skill,398,0
0xa17cd7cea372eb21,1,skill-v1-sys,722,0
0xa17cd7cea372eb21,1,skill-v1-user,743,0
0xabe7d35cc3bf7432,1,no-skill,418,0
0xabe7d35cc3bf7432,1,skill-v1-sys,742,0
0xabe7d35cc3bf7432,1,skill-v1-user,763,0
0xe5972a9e4b96bce3,1,no-skill,598,0
0xe5972a9e4b96bce3,1,skill-v1-sys,922,0
0xe5972a9e4b96bce3,1,skill-v1-user,943,0
0xc5f9223e37ac8842,1,no-skill,768,0
0xc5f9223e37ac8842,1,skill-v1-sys,1092,0
0xc5f9223e37ac8842,1,skill-v1-user,1113,0
0x583adff3a7ea560c,1,no-skill,544,0
0x583adff3a7ea560c,1,skill-v1-sys,868,0
0x583adff3a7ea560c,1,skill-v1-user,889,0
0x8bf64778f71d6008,1,no-skill,1242,0
0x8bf64778f71d6008,1,skill-v1-sys,1566,0
0x8bf64778f71d6008,1,skill-v1-user,1587,0
0x7d07752321ce284c,1,no-skill,384,0
0x7d07752321ce284c,1,skill-v1-sys,708,0
0x7d07752321ce284c,1,skill-v1-user,729,0
0xf7dec2881d0b40b5,1,no-skill,347,0
0xf7dec2881d0b40b5,1,skill-v1-sys,671,0
0xf7dec2881d0b40b5,1,skill-v1-user,692,0
0xd1750d42620f45e1,1,no-skill,548,0
0xd1750d42620f45e1,1,skill-v1-sys,872,0
0xd1750d42620f45e1,1,skill-v1-user,893,0
0x3ae1558b1bd19ccf,1,no-skill,394,0
0x3ae1558b1bd19ccf,1,skill-v1-sys,718,0
0x3ae1558b1bd19ccf,1,skill-v1-user,739,0
0x6f852ca87219b166,1,no-skill,485,0
0x6f852ca87219b166,1,skill-v1-sys,809,0
0x6f852ca87219b166,1,skill-v1-user,830,0
0x746ce7d26c4b01e0,1,no-skill,342,0
0x746ce7d26c4b01e0,1,skill-v1-sys,666,0
0x746ce7d26c4b01e0,1,skill-v1-user,687,0
0x9ea95a61d6c8fa89,1,no-skill,475,0
0x9ea95a61d6c8fa89,1,skill-v1-sys,799,0
0x9ea95a61d6c8fa89,1,skill-v1-user,820,0
0xb3070e49238721f8,1,no-skill,336,0
0xb3070e49238721f8,1,skill-v1-sys,660,0
0xb3070e49238721f8,1,skill-v1-user,681,0
0x4aa73f42522e052e,1,no-skill,2407,0
0x4aa73f42522e052e,1,skill-v1-sys,2731,0
0x4aa73f42522e052e,1,skill-v1-user,2752,0
0x29fe4c7b77f43315,1,no-skill,362,0
0x29fe4c7b77f43315,1,skill-v1-sys,686,0
0x29fe4c7b77f43315,1,skill-v1-user,707,0
0x4b66f9e0a66734d2,1,no-skill,490,0
0x4b66f9e0a66734d2,1,skill-v1-sys,814,0
0x4b66f9e0a66734d2,1,skill-v1-user,835,0
0xf572d220e60ad541,1,no-skill,363,0
0xf572d220e60ad541,1,skill-v1-sys,687,0
0xf572d220e60ad541,1,skill-v1-user,708,0
0x4a2432b990014f8c,1,no-skill,791,0
0x4a2432b990014f8c,1,skill-v1-sys,1115,0
0x4a2432b990014f8c,1,skill-v1-user,1136,0
0xca9a73072ff0678e,1,no-skill,506,0
0xca9a73072ff0678e,1,skill-v1-sys,830,0
0xca9a73072ff0678e,1,skill-v1-user,851,0
0x5626c27d583cf520,1,no-skill,497,0
0x5626c27d583cf520,1,skill-v1-sys,821,0
0x5626c27d583cf520,1,skill-v1-user,842,0
0xef4b7db2ec9334c0,1,no-skill,397,0
0xef4b7db2ec9334c0,1,skill-v1-sys,721,0
0xef4b7db2ec9334c0,1,skill-v1-user,742,0
0xa984ca1bbbdb21f2,1,no-skill,1311,0
0xa984ca1bbbdb21f2,1,skill-v1-sys,1635,0
0xa984ca1bbbdb21f2,1,skill-v1-user,1656,0
0x9ccd3a20dca25114,1,no-skill,625,0
0x9ccd3a20dca25114,1,skill-v1-sys,949,0
0x9ccd3a20dca25114,1,skill-v1-user,970,0
0x4f666ae7763bb1e,1,no-skill,311,0
0x4f666ae7763bb1e,1,skill-v1-sys,635,0
0x4f666ae7763bb1e,1,skill-v1-user,656,0
0x53d56857b331a859,1,no-skill,556,0
0x53d56857b331a859,1,skill-v1-sys,880,0
0x53d56857b331a859,1,skill-v1-user,901,0
0xed4070798c7e1aea,1,no-skill,1440,0
0xed4070798c7e1aea,1,skill-v1-sys,1764,0
0xed4070798c7e1aea,1,skill-v1-user,1785,0
0x3c8caba5f5249521,1,no-skill,688,0
0x3c8caba5f5249521,1,skill-v1-sys,1012,0
0x3c8caba5f5249521,1,skill-v1-user,1033,0
0x138cc0276eef927,1,no-skill,730,0
0x138cc0276eef927,1,skill-v1-sys,1054,0
0x138cc0276eef927,1,skill-v1-user,1075,0
0x998c0ab7688646db,1,no-skill,469,0
0x998c0ab7688646db,1,skill-v1-sys,793,0
0x998c0ab7688646db,1,skill-v1-user,814,0
0xc54aa4eedcd8f6e9,1,no-skill,355,0
0xc54aa4eedcd8f6e9,1,skill-v1-sys,679,0
0xc54aa4eedcd8f6e9,1,skill-v1-user,700,0
0x1efb6eb21469d72b,1,no-skill,896,0
0x1efb6eb21469d72b,1,skill-v1-sys,1220,0
0x1efb6eb21469d72b,1,skill-v1-user,1241,0
0xf71a96f345898f33,1,no-skill,435,0
0xf71a96f345898f33,1,skill-v1-sys,759,0
0xf71a96f345898f33,1,skill-v1-user,780,0
0xbda4ed2712986f67,1,no-skill,466,0
0xbda4ed2712986f67,1,skill-v1-sys,790,0
0xbda4ed2712986f67,1,skill-v1-user,811,0
0x2333801174616286,1,no-skill,591,0
0x2333801174616286,1,skill-v1-sys,915,0
0x2333801174616286,1,skill-v1-user,936,0
0x7502ede5c4a90fa9,1,no-skill,443,0
0x7502ede5c4a90fa9,1,skill-v1-sys,767,0
0x7502ede5c4a90fa9,1,skill-v1-user,788,0
0xc81000a3176d28a6,1,no-skill,404,0
0xc81000a3176d28a6,1,skill-v1-sys,728,0
0xc81000a3176d28a6,1,skill-v1-user,749,0
0x86176c53848e6918,1,no-skill,473,0
0x86176c53848e6918,1,skill-v1-sys,797,0
0x86176c53848e6918,1,skill-v1-user,818,0
0xdff13b57d19c1d28,1,no-skill,1075,0
0xdff13b57d19c1d28,1,skill-v1-sys,1399,0
0xdff13b57d19c1d28,1,skill-v1-user,1420,0
0x108019da6ff8d35e,1,no-skill,627,0
0x108019da6ff8d35e,1,skill-v1-sys,951,0
0x108019da6ff8d35e,1,skill-v1-user,972,0
0xf138e665259d937,1,no-skill,505,0
0xf138e665259d937,1,skill-v1-sys,829,0
0xf138e665259d937,1,skill-v1-user,850,0
0xcaaa12d4a617e184,1,no-skill,448,0
0xcaaa12d4a617e184,1,skill-v1-sys,772,0
0xcaaa12d4a617e184,1,skill-v1-user,793,0
0x1bd0e2072b741d76,1,no-skill,500,0
0x1bd0e2072b741d76,1,skill-v1-sys,824,0
0x1bd0e2072b741d76,1,skill-v1-user,845,0
0xcb65feca771ec8ab,1,no-skill,734,0
0xcb65feca771ec8ab,1,skill-v1-sys,1058,0
0xcb65feca771ec8ab,1,skill-v1-user,1079,0
0xf9974abdf9164b5c,1,no-skill,1023,0
0xf9974abdf9164b5c,1,skill-v1-sys,1347,0
0xf9974abdf9164b5c,1,skill-v1-user,1368,0
0xe0b77e6503110a2d,1,no-skill,1075,0
0xe0b77e6503110a2d,1,skill-v1-sys,1399,0
0xe0b77e6503110a2d,1,skill-v1-user,1420,0
0x1eea9d26191984a8,1,no-skill,658,0
0x1eea9d26191984a8,1,skill-v1-sys,982,0
0x1eea9d26191984a8,1,skill-v1-user,1003,0
0x80f50af049a53bab,1,no-skill,537,0
0x80f50af049a53bab,1,skill-v1-sys,861,0
0x80f50af049a53bab,1,skill-v1-user,882,0
0xe3d466779cb56ef9,1,no-skill,495,0
0xe3d466779cb56ef9,1,skill-v1-sys,819,0
0xe3d466779cb56ef9,1,skill-v1-user,840,0
0xc22117c2eb68dc65,1,no-skill,492,0
0xc22117c2eb68dc65,1,skill-v1-sys,816,0
0xc22117c2eb68dc65,1,skill-v1-user,837,0
0xb368a586bf5930e3,1,no-skill,597,0
0xb368a586bf5930e3,1,skill-v1-sys,921,0
0xb368a586bf5930e3,1,skill-v1-user,942,0
0x8be3d42da64d5959,1,no-skill,553,0
0x8be3d42da64d5959,1,skill-v1-sys,877,0
0x8be3d42da64d5959,1,skill-v1-user,898,0
0x5fc1c040a14373ba,1,no-skill,436,0
0x5fc1c040a14373ba,1,skill-v1-sys,760,0
0x5fc1c040a14373ba,1,skill-v1-user,781,0
0x9a5a32e7a87607ee,1,no-skill,627,0
0x9a5a32e7a87607ee,1,skill-v1-sys,951,0
0x9a5a32e7a87607ee,1,skill-v1-user,972,0
0xdc250c748124baed,1,no-skill,605,0
0xdc250c748124baed,1,skill-v1-sys,929,0
0xdc250c748124baed,1,skill-v1-user,950,0
0xf3895c5eccbf4196,1,no-skill,948,0
0xf3895c5eccbf4196,1,skill-v1-sys,1272,0
0xf3895c5eccbf4196,1,skill-v1-user,1293,0
0x83420a71c3975c43,1,no-skill,353,0
0x83420a71c3975c43,1,skill-v1-sys,677,0
0x83420a71c3975c43,1,skill-v1-user,698,0
0x7520028d26af7bc8,1,no-skill,683,0
0x7520028d26af7bc8,1,skill-v1-sys,1007,0
0x7520028d26af7bc8,1,skill-v1-user,1028,0
0xe9c5ceb3bdf54ee2,1,no-skill,805,0
0xe9c5ceb3bdf54ee2,1,skill-v1-sys,1129,0
0xe9c5ceb3bdf54ee2,1,skill-v1-user,1150,0
